,Topic,Representative Post
407,3,dude find safe space trump supporter always peaceful also need start list police officer killed injured left wing thug terrorist aka blm fing summer shut damn mouth stop hypocrisy wake hell
408,4,let pray people denmark not passed
409,4,let pray info come quickly foreign interference dems
410,4,praying country please save republic
411,4,hope making rapid recovery
412,4,sending get well wish speedy full recovery
413,4,best wish surgery praying quick recovery
414,4,someone dismantle head shoulder
415,4,wow strap barely stay her massive shoulder
416,4,alan funt looking shoulder
417,4,love this god bless america
418,4,wow show god bless america
419,4,absolute best need there god bless america
420,4,prayer work almost like god their
421,4,that exactly have thing praying
422,4,hope feeling praying you
423,4,good thing will not
424,4,not still anything say will
425,4,maybe know will not
426,4,decade ago learned principle rush limbaugh
427,4,rush limbaugh would great too
428,4,limbaughs likely last christmas monologue rush joe biden reject negative dark message
429,4,hallelujah truth prevail thank wood
430,4,hallelujah wish known sooner would take
431,4,hallelujah next need vote gov wolf
432,4,always enjoyed program rush
433,4,never doubt rush legendquite possibly goat profession
434,4,emotional listening rush one great patriot long run love rush
435,4,yes doe god bless president trump god bless united state america usa usa usa
436,4,big news god bless donald trump
437,4,god bless donald trump chosen one
438,4,karen confused nice patriot kommunist friend weather havana
439,4,karen going get beat
440,4,ill take shit never happened karen
441,4,family god bless yours
442,4,nice see here may god bless family
443,4,god bless family time take scum
444,4,that great see prayer family
445,4,sry hear that prayer family
446,4,great praying mrphil thank raising great family inspire others follow jesus
447,4,yes please lord thank amen
448,4,yes amen brother amen
449,4,amen have enough insanity
450,4,answered prayer thank patriot
451,4,done praying father patriot antonio sabato
452,4,please keep praying patriot need prayer daily
453,4,hell they will put chip
454,4,not open cell let chip fall may guy worthless
455,4,agree let chip fall may maybe american people finally answer shenanigan last year
456,4,god bless him deserve treated way
457,4,yes god bless him
458,4,sir may god bless every one
459,4,big league politics not shane trejo released detroit leak major champion right there thanks bringing ellie
460,4,elliebofficial report said well
461,4,still ellie thanks update blessing
462,4,thank you god bless
463,4,thank you god bless you
464,4,thank that god bless you
465,4,like state love god bless idea amen
466,4,spoken byjc line ever crossed blessing you
467,4,too spite everything blessed
468,4,amen fighting good fight
469,4,fight thanks bold beautiful conservitives thank you god bless
470,4,fight good fight amen
471,4,obviously not know god tender mercy look king david
472,4,thought sick sombitch show mercy pervert
473,4,fuck mercy may burn hell deed
474,4,should not happen job proved dominion machine changing vote trump biden bidenharris never president voted american people prayer her
475,4,pray president biden thx
476,4,still praying biden pick never make office
477,4,always remember dissident never thing truly safe space never
478,4,think need safe space
479,4,crashcoreentertainment baby need safe space
480,4,boom got knocked next week
481,4,zoomers chained boomer eternity
482,4,boomer know give fuck idiot kid real life experience say
483,4,praying end justice served never forget
484,4,prayer warrior justice coming keep praying
485,4,not dream justice pray
486,4,songdog neither sir stay safe
487,4,thank you stay safe
488,4,stay safe god you
489,4,keep good fightand pray without ceasing
490,4,love trying relying god pray win battle
491,4,praying without ceasing great warrior fight again fight him
492,4,not follow everyone know there strength number
493,4,let add least day end saying goesthere strength number
494,4,reading youversion plan finding strength midst trial check here
495,4,deeply saddened recent action mike deepest sympathy lost thier life suffer injury youlive lousy decision
496,4,deepest sympathy family friend sorry loss
497,4,omg sad awful deepest condolence family shot friendly fire
498,4,yes let dec please jesus name amen
499,4,yes fuller knew god help name ask amen
500,4,name jesus christ stand complete utter agreement you amen
501,4,yes irony alert kind though like selfish disrespectful deceitful hypocrite alert
502,4,irony consider biden real supremacist along
503,4,biggest irony life accomplish good dimwit courage trembling genius
504,4,praying victory people stand
505,4,bless you let keep praying declaring victory
506,4,thought victory prayer you
507,5,that not spell proud boy dan
508,5,well that proudboys want nice sausage
509,5,proud boy mopping need
510,5,hughjideot try little harder little girl
511,5,people sick bias hate ugly would hate live life hating every thing every one
512,5,welljust saying little girl
513,5,you all patriot going
514,5,never patriot never moved fat prosecute hillary others
515,5,glad self minded patriot
516,5,believe you thank brave
517,5,yeah harrowing brave fellow
518,5,brave young man say
519,5,know wellthank true courage welcome fight
520,5,someone courage right thing
521,5,courage colleague put together
522,5,look like posted learning curve
523,5,welcomewe definitely little learning curve
524,5,learning curve sure need assistance lol
525,5,yeah really proud leaving american suffer decision
526,5,two guy make proud american
527,5,proud american say that
528,5,jim going unfollow unless start giving post title
529,5,agree going unfollow him many false statement
530,5,unfollow rest people need know posting not fun are trying survive nation
531,5,not worry man behind curtain
532,5,nothing see folk business pay attention man behind curtain
533,5,not pay attention man behind curtain wizard
534,5,would not surprise see coach american hero
535,5,good him true american hero
536,5,real hero american proudly remember name
537,5,amazing much stuff like there much money not try make look like hero fooled lot people not them
538,5,that wrong better say man hero
539,5,hero one stand right
540,5,patriotpaul said said appear conceding keep biden people happy listen last statement again
541,5,sorry self respecting america first patriot going live biden fake presidency
542,5,much bullshit biden never president patriot without country
543,5,proud boy going jail sound good
544,5,course cop sprayed pepper spray proud boy face
545,5,cop there let proud boy them
546,5,would not surprised that something dems would paint patriot unhinged
547,5,backed patriot not stand down end democrat
548,5,absolutely spot patriot dems stop nothing
549,5,thank brave men womenfor stepping
550,5,brave woman applaud courage front line
551,5,brave woman endure double mastectomy hardship life jake tapper justnothing
552,5,kimmykesler thank kimmy problem time taken opportunity lost pretend men character really make nobody trusted right thing
553,5,she young keep going kim
554,5,kim get back january trumpos jumpsuit colour face
555,5,you are absolutely right blind are there saying prophet not prophet land not know have
556,5,hilarious tragically prophetic time
557,5,middle name prophetic unsuccessful prophetic
558,5,remember trump hid bunker
559,5,lol yeah thought president better accommodation want back bunker
560,5,redtractorman bunker boy trump
561,5,never give never give never give
562,5,behind you remember never give never give
563,5,god bless you live life never give
564,5,yup think that around corner
565,5,standing corner actually accomplish
566,5,bitch talking think scare fuck dirty bitch got plenty enough hold corner
567,6,megyn kelly still narcissistic fraud originally thought
568,6,vowed never forgive megan kelley yet trying advance career putting trump really backedfired her
569,6,boggles mind outlet sudden trying make megyn seem legit terrible forget trashing trump blatant bias debate stop interviewing her
570,6,hey pennsylvanian share title anyone georgia completely effed they are mere corruption rank
571,6,wow well guess dems win again agree stupid georgia really going allow voting system really not care right front all people georgia need demand not happen anyway
572,6,georgia time take back state hold tribunal every single elected official traitor injustice system
573,6,could recount mean might actually control house
574,6,like night election probably good guy around recount either
575,6,yes especially one possibly trump winning recount done
576,6,recount need need audit
577,6,recount audit precise could either change election outcome news
578,6,screw recount get audit
579,6,little weasel dick need occupy room hotel gitmo
580,6,that wiesman weasel need calling
581,6,dirty rotten weasel jamescomey
582,6,loeffler perdue call fox
583,6,loeffler did not hold either unbelievable
584,6,who next perdue loeffler
585,6,watched perdue lose vote
586,6,nobody concentrating possibility illegal vote trump also could illegal vote ossoff perdue may gotten runoff required him
587,6,two diff video live feed runoff vote switched perdue ossoff far
588,6,doug collins may cheated well
589,6,doug collins robbed think fraud back well cannot figure would lost unless good too
590,6,wondering many changed collins definitely did not want senate
591,6,man man would great found won believe anyone would vote dead eyed creepy kelly
592,6,kelly not trusted secure seat deal later
593,6,many beer kelly ann got down geesh
594,6,jenny warrior twitter greg kelly said watch newsmax listen rush real news love show twitter
595,6,love love love greg kelly
596,6,here video greg kelly
597,6,ducey likely mortgage paid traitor
598,6,ducey need training guy
599,6,joined doug ducey signed that
600,6,vote stole purdue real time
601,6,love truth keep bringing loved president calling loeffler leffler georgia rally noticed purdue did not much say pretty sure hear fightfortrump loud clear
602,6,kelly loeffler david purdue there said word
603,7,nahjust rope know manyhorriblehorrible
604,7,are not bugged eyed muderfukker end rope
605,7,giving enough rope love
606,7,hangin not going way goin damn way
607,7,hear you hang not lie downits not over
608,7,not hang people done
609,7,exactly never miss chance surrender
610,7,scottbaio never give never surrender
611,7,never quit never surrender never give
612,7,better yet obama need hung treason terrorist enemy
613,7,obama prosecuted executed treason beloved country
614,7,stated earlier obama executed treason country
615,7,exactly fact sitting jail treason
616,7,want people hanging treason true
617,7,yes please arrest treasonous activity
618,7,imagine senile dementia ridden fool biden trying negotiate america behalf
619,7,joe biden putting dem dementia
620,7,biden corrupt even dementia
621,7,much going behind scene everything foreign interference
622,7,see cisa folk said foreign interference got fired
623,7,finally evidence russian interference selection
624,7,else criminal called dems
625,7,democrat ever punished crime
626,7,dan not find hard believe all democratic party ruled criminal
627,7,domino going start fall
628,7,anyone game chin domino lol
629,7,domino starting fall demorats
630,7,should not considered election interference
631,7,say election interference outside entity voting machine
632,7,america steamrolled guy election interference
633,7,involved criminal activity organization crime leaderis time prosecute him
634,7,hope man prosecuted fullest extent law prosecution guilty supposed serve deterrent not yes
635,7,hope convicted regardless result make example them
636,7,note stone building alzheimer defense already
637,7,dementia piece truth plan along
638,7,yes dementia front center day keep narrative alive
639,7,what joe dementia joe owe getting debate barely
640,7,national security threat dementia joe
641,7,wheel chair walker parade old folk home dementia joe appropriate
642,7,named defendant yet charge pressed therefore discovery produce defendant
643,7,true still discovery building case excellent
644,7,sure defendant chomping bit get discovery phase
645,7,are not til over keep swinging away
646,7,going look pretty sad embarrassed swinging noose
647,7,cannot wait see swing
648,7,make death penalty great
649,7,death penalty lockdown crime humanity dark age
650,7,death penalty much ask
651,7,voter fraud considered treason treated such
652,7,voter fraud treason justify
653,7,individual involved voter fraud tried convicted treason
654,7,want know too make public
655,7,that sad love puttingit public see
656,7,want say public ewwww
657,7,cannot wait real voter ballot cast show president trump fair square
658,7,please trump not win lost fair square
659,7,stop spewing alternative fact trump lost fair square
660,7,declassify everything president trump general flynn now
661,7,declassify information them blaze glory
662,7,let tell democrat republican want invoke amendment not want president trump declassify information declassifyeverything
663,7,even attacking child need hung public square
664,7,way past time bring back public hanging people front line
665,7,yes agree hang public see
666,7,swing state not certify election result viewer shocked heard politician seated were not part voter fraud pure solely intent changing anything
667,7,lost would make statement hundred affidavit every swing state stating voter fraud evidence presented front legislative committee swing state lost would make statement politically motivated
668,7,election not certified state let alone swing state fraud many law broken illegal
669,7,treason dealt military tribunal catch not release take back usastrong
670,7,two traitor apprehended judged military tribunal executed treason
671,7,impeached arrested face military tribunal treason yes
672,7,waste time biden fair square
673,7,funny still finger ear hand eye believe nonsense even biden get away this winning fair square
674,7,trump issue statement medium declare biden winner election daily wire
675,7,guilty look like right concerned
676,7,look fucker know guiltyguiltyguilty
677,7,innocent tell looking herlol
678,7,hang racist bitch treason
679,7,nott bitch tried treason
680,7,she lying sound better real reasonthe insurrection act imminent hagass tried treason
681,7,done democrat getting away murder literally
682,7,democrat not care murder
683,7,that funny hell going anything hunter not one democrat investigated republican not ball let democrat get away murder literally
684,7,need have custody year
685,7,never fault police blame wife never get custody kid
686,7,that will hushed supporter remain custody
687,7,federal register imposing certain sanction event foreign interference united state election
688,7,guy going said cleaned foreign interference election
689,7,head day election believe true trump signed foreign interference election back have already confirmation court soldier monitoring tracking everything fyithere lot cybercommandslots
690,7,firing squad cannot let grow
691,7,made choice firing squad
692,7,god love firing squad
693,7,already know truth would love able read declassified file myself
694,7,want know potus declassified document real kracken released
695,7,please president declassified everything
696,7,need proven traitor moba tree good rope
697,7,worst corrupt traitor good thing will rope ready
698,7,need see swinging rope every single person sided constitution traitor must executed such
699,7,heard executed already along many others
700,7,true want execution televised
701,7,are going need executioner
702,7,cure democrat party dnc cohort excepthangman loose treason
703,7,treason not republican coming democratic party
704,7,mean democrat party treasonous foreign entity
705,7,enough enough declare marshal law get
706,7,fed marshall enforce law
707,7,time president trump call marshall law stopthesteal
708,7,agreed military controlled revote swing state
709,7,thought always intended swing state end scotus
710,7,every swing state demand this not country move forward
711,7,village idiot lying corrupt individual
712,7,did not yes reveal village idiot
713,7,every village need idiot thanks stepping
714,7,praise hero hang traitor
715,7,hang traitor although dinosaur american cannot traitor
716,7,people traitor need hung
717,7,get treason thoughwas intention constitution balance power next
718,7,headshot government betraying citizen enforcing law not follow treason traitor death justified constitution
719,7,anyone advocate type unamerican held treasonous charge clear violation constitution using fear control peoles life wrong wrong wrong
720,7,gallows work well easier clean afterwards
721,7,make gallows going need them
722,7,guess gallows need wheelchair ramp
723,7,murder rate not high enough
724,7,anybody ever charged murder
725,7,personally think charged murder death
726,7,fuck biden treasonous bitch
727,7,biden need step down treason
728,7,chance biden hung inauguration day treason
729,7,used firing squad electric chair hangingall cheaper that problem
730,7,punished local small earthquake chair
731,7,warm firing squad electric chair time activate hangman
732,7,fail stop fraud face noose treason punishable death
733,7,fuck off that called cutting deal fked treason fraud git
734,7,wonder many greedy hospital administrator arrested murder fraud conspiracy commit treason quite would imagine
735,7,find criminal evidence ask done
736,7,thank you finally heard plea dump but hell wait
737,7,could save time writtimg alleged have seen evidence prof guilty
738,7,communist need hang treason
739,7,communist niger killed try treason kill
740,7,selling country communist party longer treason there sure sign sunk
741,7,saturday december president elect joe biden still defeated trump election fair square even supreme court know trump loser president elect joe biden become president upcoming inauguration day there not single thing stop sore loser get deal enjoy
742,7,thursday december president elect joe biden still defeated trump election fair square even supreme court know trump loser president elect joe biden become president upcoming inauguration day there not single thing get deal
743,7,thank you joe biden not win turned election day november colorado trump still winning woke november trump losing million dollar question election november fake new not talk november talk november hate tell cry baby democrat trump november let see prove not true lol good luck
744,8,waste skin people are
745,8,disgrace humanity waste skin
746,8,irony two waste skin
747,8,another one using white privilege see wait
748,8,will never get rid racism forget bring every second
749,8,democrat racist still later
750,8,worry staying white house
751,8,yep keep far away whitehouse
752,8,awesomenow need position whitehouse
753,8,racistcommunist get wish biden end belongs since will abandoning everything
754,8,wow biden really calm not bit racist not think
755,8,resignation show biden racist show many video ignorant fuck
756,8,let start vetting start cleaning house
757,8,major house cleaning needed
758,8,dissolve clean house absolutely
759,8,fox showed true color
760,8,fox commentator showing true color not red white blue
761,8,sorry jim fox would truly disappointment feel personal built height defended them one one showed true color rating them ally conservative were not
762,8,sadly still many not realize effect life
763,8,assume continueon living life
764,8,get life likely cannot due melting much
765,8,portman showed true color couple year ago
766,8,showing true color again
767,8,possibly believe already shown true color not red white blue
768,8,black life matter crash north carolina polling station police officer respond pepper spray video
769,8,black life matter full swing
770,8,some black life matter
771,8,keep releasing that all alittle spray here alittle spray
772,8,make spray vomit clear across room
773,8,going start spraying going
774,8,what wrong klan rally
775,8,typical friggin jerk whole little klan elite
776,8,epitome klux klan stood for nothing traitor need removed form political office
777,8,remember house one going take
778,8,would not like house then
779,8,darn right took house
780,8,that not suspicious nothing see folk much bullshit like sit watch get angry fucked
781,8,behavior suspicious awhile many aspect
782,8,yeah there nothing suspicious that move along nothing see here
783,8,time waste pure stupid never have
784,8,complete waste money usual
785,8,big fking waste time
786,8,never bidenharris anywhere especially white house
787,8,tell option joe biden never set foot white house potus know right
788,8,biden never get white house
789,8,flatterd said give matter what
790,8,matter people know good
791,8,matter prefix still parasite
792,8,absolutelyyes got take gut put head political guillotine
793,8,imagine guillotine around head way sitting make great mental picture
794,8,waste two individual need face guillotine
795,8,bill barr george bush guy super suspicious start say thought going clean house maybe should have trusted initial instinct him
796,8,cannot clean anything long dems hold house
797,8,barr need disappointment trump must clean house term
798,8,talking kettle calling pot black
799,8,like pot calling kettle black
800,8,pot calling kettle black laugh
801,8,black friday videogame sale let gamers little corner internet away politico come visit every weekend
802,8,would like show gaming deal black fridaycyber monday
803,8,check great black friday deal going click link site wide
804,8,not clarion call revolution not know would
805,8,could not agree more want good shape possible revolution take
806,8,say want revolution get
807,8,they are worse sellout they are absolutely spineless never trumpers true color showing through
808,8,awesome trump supporter not see color see red white blue
809,8,gth jeb bush family member shown true color not red white blue rinos nevertrumpers
810,9,also switched newsmaxtv bgdart
811,9,longer news medium need called ministry information possible exception newsmax oann
812,9,what newsmax black screen
813,9,still watching fox news sleeping enemy
814,9,ditched fox went newsmax anyone else
815,9,watch fox news never did gabe national news year ago
816,9,not watch fox anymore have not since november
817,9,yeah sorry cannot fox
818,9,have not able watch fox since newt incident soros behind purchase fox
819,9,jessie patriot sad say not watch anymore hope move trump coming
820,9,love jesse boycotting fox what going them sad
821,9,jesse angel speak nightly say fine
822,9,aboundinginternational you are embarrassing heck yourself stop
823,9,breidamcdonough horrified you would disappointed embarrassed you
824,9,plus stupid understand embarrassed title
825,9,keep threatening watch happens
826,9,yes are watching every move make
827,9,always good watch periodically see far come
828,9,chris wallace much estrogen anyone watch fox news anymore
829,9,not many tune fox sure many would not watch wallace
830,9,guy piece shit lying bastard one reason there not watch fox news hack liberal hack hell you chris shithead wallace
831,9,not tell think alien lizard ppl
832,9,part reason like evil monster lizard gene friend atkeast still human here cannot say fir ashamed world spineless souless iee
833,9,sure look like lizard
834,9,never thought brian would fox puppet believe longer think himself told fox
835,9,miss fox friend cannot watch fox leaning radical left anymore god bless family
836,9,absolutely opportunity gain fox whimp out pathetic
837,9,chris wallace sell out far cry father
838,9,wonder chris wallace rating sunday
839,9,fuck cris wallace again
840,9,flipped fox last night heard say repeatedly but election official talked say fraud give break election official mon man
841,9,done fox done corrupt republican will not stand fight fraud election done
842,9,yeah fox said affect vote sound bogus doe not take week count vote going dominion crap say plus vote switchedstolen admissible court proof crazy medium asking for fox said evidence fraud hell going here
843,9,better watch quick download taken down
844,9,not possible watch zero would unwatch have seen
845,9,problem still keeping watcher away
846,9,sure would hug mean really big
847,9,suck health agency hugsnotdrugs
848,9,give marshall hug someone raised grandparent love senior always get short end stick
849,9,wow american watch them
850,9,every american need watch this
851,9,difficult watch america life support
852,9,coming theater near you
853,9,real hearing political theatre going theatre
854,9,coming more movie theatre near you
855,9,truly blessed parler newsmax
856,9,damn sean didntleave fox bending let please leave parler itsfor conservative
857,9,happy parler not reported fox bret tonight
858,9,cut cable saving month time shift medium complex back toward center hand deck
859,9,yes say act see connection hollyweird now want cut cable
860,9,not cut cable last year roku baby
861,9,turned away cnn watch oan newsmax
862,9,left fox oan newsmax watch roku realgregkelly favorite newsmaxtv show
863,9,watch newsmax oan charlie kirk youtube fox
864,9,get coupon free slice pie
865,9,pumpkin pie never get enough pie
866,9,home making peach pie celebrate
867,9,breitbart good article tonight
868,9,lack context article smell fishy going breitbart
869,9,know what going breitbart andrew would not like nope not all
870,9,national embarrassment thankfully christie never got point could shoot mouth off
871,9,chris christie suck chess
872,9,chris christie embarrassment friend like sir need enemy republican party sever mark word certain
873,9,fox looked awfully nervous election night
874,9,fox care cyber attacked election care
875,9,whole election shamwhen congress going get head sun not shine fox ityou cannot
876,9,karl rove suck george tiny little texasjackeduptruck dick bald headed rimjob mother fucker
877,9,ken starr however another thing karl rove opinion worthless
878,9,karl rove name need gravestone
879,9,chrischristie one giant lump shit
880,9,chris walrus may stroke this see concern face think
881,9,poor chris starting feel irrelevant
882,9,heard guy put charge fox used joe biden chief staff senator
883,9,have not watched fox news since election night serenade want prez biden
884,9,quit watching fox told biden won
885,9,nice trip bowel hell
886,9,not usually correct people but shit not poop
887,9,right mind touch poop
888,9,two nobody know hole ground
889,9,unfortunately hole located ohio
890,9,look prerecorded narrated hole thing
891,9,bullshit wish you would keep pie hole closed cannot even answer simple email site look act like slapped together old
892,9,shut pie hole you are not you
893,9,dumbass shut pie hole get job useless fuck
894,9,look little deeper goy
895,9,omg get deeper deeper
896,9,scum graf almost deep enough
897,9,going newsmax announces president elect joe biden won
898,9,happily leave newsmax start pandering joe biden
899,9,enjoy watching show chris concerned newsmax whole antitrump bias creeping disappointed newsmax calling candidate biden presidentelect basically ignoring alternate trump elector
900,9,believe statement proved false one fyi
901,9,extremely informative not believe second conceding
902,9,right waiting for gullible believe this might want look fact
903,9,hush juan better shut
904,9,please get rid juan
905,9,juan cannot watch show anymore him
906,9,shit hole good term
907,9,lock shit hole care
908,9,live shit hole turned into
909,9,not him cut loose
910,9,going cut people seems
911,9,got cut off originally said that thank you
912,9,knew barak bin laden involved
913,9,not osama bin ladin
914,9,thing happen both buried sea least shot bin laden first tho
915,9,right not sure anything lin might distracting press hope penny hard place conscience let one pull switch hard good guy sometimes mean losing save others
916,9,glad see others making switch
917,9,yesyesyes pull lever flup switch
